phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
sweet potato	NN1	RSSB	ˈswiːt pəˈteɪtəʊ	swiːt pəˈteɪtəʊ	𐑕𐑢𐑰𐑑 𐑐𐑩𐑑𐑱𐑑𐑴	𐑕𐑢𐑰𐑑𐑐𐑩𐑑𐑱𐑑𐑴	matches
sweet potato	NN1	GenAm	ˈswit pəˈteɪtoʊ	swiːt pəˈteɪtəʊ	𐑕𐑢𐑦𐑑 𐑐𐑩𐑑𐑱𐑑𐑴	𐑕𐑢𐑰𐑑𐑐𐑩𐑑𐑱𐑑𐑴	divergent
no thank you	ITJ	RSSB	ˌnəʊ ˈθæŋk ˌju	nəʊ θæŋk juː	𐑯𐑴 𐑔𐑨𐑙𐑒 𐑘𐑫	𐑯𐑴𐑔𐑨𐑙𐑒𐑿	divergent
no thank you	ITJ	GenAm	ˌnoʊ ˈθæŋk ˌju	nəʊ θæŋk juː	𐑯𐑴 𐑔𐑨𐑙𐑒 𐑘𐑫	𐑯𐑴𐑔𐑨𐑙𐑒𐑿	divergent
actions speak louder than words	UNC	RSSB	ˈakʃənz spiːk laʊdəR ˌðan wɜːRdz	ˈækʃənz spiːk ˈlaʊdəR ðæn wɜːRdz	𐑨𐑒𐑖𐑩𐑯𐑟 𐑕𐑐𐑰𐑒 𐑤𐑬𐑛𐑼 𐑞𐑨𐑯 𐑢𐑻𐑛𐑟	𐑨𐑒𐑖𐑩𐑯𐑟𐑕𐑐𐑰𐑒𐑤𐑬𐑛𐑼𐑞𐑨𐑯𐑢𐑻𐑛𐑟	matches
actions speak louder than words	UNC	RSSB	ˈækʃənz spiːk laʊdəR ˌðæn wɜːRdz	ˈækʃənz spiːk ˈlaʊdəR ðæn wɜːRdz	𐑨𐑒𐑖𐑩𐑯𐑟 𐑕𐑐𐑰𐑒 𐑤𐑬𐑛𐑼 𐑞𐑨𐑯 𐑢𐑻𐑛𐑟	𐑨𐑒𐑖𐑩𐑯𐑟𐑕𐑐𐑰𐑒𐑤𐑬𐑛𐑼𐑞𐑨𐑯𐑢𐑻𐑛𐑟	matches
actions speak louder than words	UNC	GenAm	ˈækʃənz spik ˈlaʊdər ˌðæn wɜːRdz	ˈækʃənz spiːk ˈlaʊdəR ðæn wɜːRdz	𐑨𐑒𐑖𐑩𐑯𐑟 𐑕𐑐𐑦𐑒 𐑤𐑬𐑛𐑼 𐑞𐑨𐑯 𐑢𐑻𐑛𐑟	𐑨𐑒𐑖𐑩𐑯𐑟𐑕𐑐𐑰𐑒𐑤𐑬𐑛𐑼𐑞𐑨𐑯𐑢𐑻𐑛𐑟	divergent
beauty is in the eye of the beholder	UNC	RSSB	ˈbjuːti ɪz ɪn ðiː aɪ əv ðiː bɪhəʊldəR	ˈbjuːti ɪz ɪn Ð aɪ V Ð bɪˈhəʊldəR	𐑚𐑿𐑑𐑦 𐑦𐑟 𐑦𐑯 𐑞𐑰 𐑲 𐑩𐑝 𐑞𐑰 𐑚𐑦𐑣𐑴𐑤𐑛𐑼	𐑚𐑿𐑑𐑦𐑦𐑟𐑦𐑯𐑞𐑲𐑝𐑞𐑚𐑦𐑣𐑴𐑤𐑛𐑼	divergent
barbituric acid	NN1	RSSB	bɑːRbɪtjəərɪk ˈasƏd		𐑚𐑸𐑚𐑦𐑑𐑘𐑩𐑼𐑦𐑒 𐑨𐑕𐑩𐑛		unknown
barbituric acid	NN1	RSSB	bɑːRbɪtʃʊərɪk ˈasƏd		𐑚𐑸𐑚𐑦𐑗𐑫𐑼𐑦𐑒 𐑨𐑕𐑩𐑛		unknown
barbituric acid	NN1	GenAm	ˌbɑːRbɪˌtjərɪk ˈæsƏd		𐑚𐑸𐑚𐑦𐑑𐑘𐑼𐑦𐑒 𐑨𐑕𐑩𐑛		unknown
tag team	NN1	RSSB	ˈtæɡ tiːm	tæɡ tiːm	𐑑𐑨𐑜 𐑑𐑰𐑥	𐑑𐑨𐑜𐑑𐑰𐑥	matches
tag team	NN1	GenAm	ˈtæɡ ˌtim	tæɡ tiːm	𐑑𐑨𐑜 𐑑𐑦𐑥	𐑑𐑨𐑜𐑑𐑰𐑥	divergent
tag team	VVI	RSSB	ˈtæɡ tiːm	tæɡ tiːm	𐑑𐑨𐑜 𐑑𐑰𐑥	𐑑𐑨𐑜𐑑𐑰𐑥	matches
tag team	VVI	GenAm	ˈtæɡ ˌtim	tæɡ tiːm	𐑑𐑨𐑜 𐑑𐑦𐑥	𐑑𐑨𐑜𐑑𐑰𐑥	divergent
Long Island	NP0	GenAm	ˌlɒŋ ˈaɪlənd	lɒŋ ˈaɪlənd	𐑤𐑪𐑙 𐑲𐑤𐑩𐑯𐑛	𐑤𐑪𐑙𐑲𐑤𐑩𐑯𐑛	matches
Long Island	NP0	RSSB	ˌlɒŋ ˈaɪlənd	lɒŋ ˈaɪlənd	𐑤𐑪𐑙 𐑲𐑤𐑩𐑯𐑛	𐑤𐑪𐑙𐑲𐑤𐑩𐑯𐑛	matches
Long Island	NN1	GenAm	ˌlɒŋ ˈaɪlənd	lɒŋ ˈaɪlənd	𐑤𐑪𐑙 𐑲𐑤𐑩𐑯𐑛	𐑤𐑪𐑙𐑲𐑤𐑩𐑯𐑛	matches
Long Island	NN1	RSSB	ˌlɒŋ ˈaɪlənd	lɒŋ ˈaɪlənd	𐑤𐑪𐑙 𐑲𐑤𐑩𐑯𐑛	𐑤𐑪𐑙𐑲𐑤𐑩𐑯𐑛	matches
trap-bath split	NN1	RSSB	træp bɑːθ splɪt		𐑑𐑮𐑨𐑐 𐑚𐑭𐑔 𐑕𐑐𐑤𐑦𐑑		unknown
trap-bath split	NN1	GenAm	ˈtræp ˈbɒθ ˌsplɪt		𐑑𐑮𐑨𐑐 𐑚𐑪𐑔 𐑕𐑐𐑤𐑦𐑑		unknown
an apple a day keeps the doctor away	UNC	RSSB	ənæpələ deɪ kiːps ðəR dɒktərəweɪ	ən ˈæpəl ə deɪ kiːps Ð ˈdɒktəR əˈweɪ	𐑩𐑯𐑨𐑐𐑩𐑤𐑩 𐑛𐑱 𐑒𐑰𐑐𐑕 𐑞𐑼 𐑛𐑪𐑒𐑑𐑼𐑩𐑢𐑱	𐑩𐑯𐑨𐑐𐑩𐑤𐑩𐑛𐑱𐑒𐑰𐑐𐑕𐑞𐑛𐑪𐑒𐑑𐑼𐑩𐑢𐑱	divergent
an apple a day keeps the doctor away	UNC	GenAm	əˈnæpələ ˈdeɪ ˈkips ðə ˈdɒktəR əˈweɪ	ən ˈæpəl ə deɪ kiːps Ð ˈdɒktəR əˈweɪ	𐑩𐑯𐑨𐑐𐑩𐑤𐑩 𐑛𐑱 𐑒𐑦𐑐𐑕 𐑞𐑩 𐑛𐑪𐑒𐑑𐑼 𐑩𐑢𐑱	𐑩𐑯𐑨𐑐𐑩𐑤𐑩𐑛𐑱𐑒𐑰𐑐𐑕𐑞𐑛𐑪𐑒𐑑𐑼𐑩𐑢𐑱	divergent
absolute altimeter	NN1	GenAm	ˈæbsəˌlut	ˈæbsəluːt ˈæltɪmɪtəR	𐑨𐑚𐑕𐑩𐑤𐑫𐑑	𐑨𐑚𐑕𐑩𐑤𐑵𐑑𐑨𐑤𐑑𐑦𐑥𐑦𐑑𐑼	divergent
absolute altimeter	NN1	GenAm	ˌæbsəˈljut	ˈæbsəluːt ˈæltɪmɪtəR	𐑨𐑚𐑕𐑩𐑤𐑘𐑫𐑑	𐑨𐑚𐑕𐑩𐑤𐑵𐑑𐑨𐑤𐑑𐑦𐑥𐑦𐑑𐑼	divergent
absolute altimeter	NN1	GenAm	ælˈtɪmɪtəR	ˈæbsəluːt ˈæltɪmɪtəR	𐑨𐑤𐑑𐑦𐑥𐑦𐑑𐑼	𐑨𐑚𐑕𐑩𐑤𐑵𐑑𐑨𐑤𐑑𐑦𐑥𐑦𐑑𐑼	divergent
absolute altimeter	NN1	GenAm	ˈæltəˌmitəR	ˈæbsəluːt ˈæltɪmɪtəR	𐑨𐑤𐑑𐑩𐑥𐑦𐑑𐑼	𐑨𐑚𐑕𐑩𐑤𐑵𐑑𐑨𐑤𐑑𐑦𐑥𐑦𐑑𐑼	divergent
cock tease	NN1	RSSB	ˈkɒkˌtiːz	kɒk tiːz	𐑒𐑪𐑒𐑑𐑰𐑟	𐑒𐑪𐑒𐑑𐑰𐑟	matches
cock tease	NN1	GenAm	ˈkɒkˌtiːz	kɒk tiːz	𐑒𐑪𐑒𐑑𐑰𐑟	𐑒𐑪𐑒𐑑𐑰𐑟	matches
computer literacy	NN1	RSSB	kəmpjuːtəR lɪtərəsi	kəmˈpjuːtəR ˈlɪtərəsi	𐑒𐑩𐑥𐑐𐑿𐑑𐑼 𐑤𐑦𐑑𐑼𐑩𐑕𐑦	𐑒𐑩𐑥𐑐𐑿𐑑𐑼𐑤𐑦𐑑𐑼𐑩𐑕𐑦	matches
computer literacy	NN1	GenAm	kəmˌpjutər ˈlɪtərəsi	kəmˈpjuːtəR ˈlɪtərəsi	𐑒𐑩𐑥𐑐𐑘𐑫𐑑𐑼 𐑤𐑦𐑑𐑼𐑩𐑕𐑦	𐑒𐑩𐑥𐑐𐑿𐑑𐑼𐑤𐑦𐑑𐑼𐑩𐑕𐑦	divergent
ancien régime	NN1	RSSB	ɑːsiæ ʁeʒim		𐑭𐑕𐑦𐑨 ʁ𐑧𐑠𐑦𐑥		unknown
ancien régime	NN1	GenAm	ɒnsjen reɪˈʒim		𐑪𐑯𐑕𐑘𐑧𐑯 𐑮𐑱𐑠𐑦𐑥		unknown
hors d'oeuvre	NN1	RSSB	ɔːRdɜːRv		𐑹𐑛𐑻𐑝		unknown
hors d'oeuvre	NN1	GenAm	ˌɔːRˈdɜːRv		𐑹𐑛𐑻𐑝		unknown
pillow fight	NN1	RSSB	ˈpɪləʊ ˌfaɪt	ˈpɪləʊ faɪt	𐑐𐑦𐑤𐑴 𐑓𐑲𐑑	𐑐𐑦𐑤𐑴𐑓𐑲𐑑	matches
pillow fight	NN1	GenAm	ˈpɪloʊ ˌfaɪt	ˈpɪləʊ faɪt	𐑐𐑦𐑤𐑴 𐑓𐑲𐑑	𐑐𐑦𐑤𐑴𐑓𐑲𐑑	matches
pillow fight	VVI	RSSB	ˈpɪləʊ ˌfaɪt	ˈpɪləʊ faɪt	𐑐𐑦𐑤𐑴 𐑓𐑲𐑑	𐑐𐑦𐑤𐑴𐑓𐑲𐑑	matches
pillow fight	VVI	GenAm	ˈpɪloʊ ˌfaɪt	ˈpɪləʊ faɪt	𐑐𐑦𐑤𐑴 𐑓𐑲𐑑	𐑐𐑦𐑤𐑴𐑓𐑲𐑑	matches
medulla oblongata	NN1	GenAm	məˈdulə ˌɒblɒŋˈɡɒtə	məˈdulə ˌɒblɒŋˈɡɒtə	𐑥𐑩𐑛𐑫𐑤𐑩 𐑪𐑚𐑤𐑪𐑙𐑜𐑪𐑑𐑩	𐑥𐑩𐑛𐑫𐑤𐑩𐑪𐑚𐑤𐑪𐑙𐑜𐑪𐑑𐑩	matches
lie doggo	VVI	RSSB	laɪ ˈdɒɡəʊ	laɪ ˈdɒɡəʊ	𐑤𐑲 𐑛𐑪𐑜𐑴	𐑤𐑲𐑛𐑪𐑜𐑴	matches
lie doggo	VVI	GenAm	laɪ ˈdɒɡoʊ	laɪ ˈdɒɡəʊ	𐑤𐑲 𐑛𐑪𐑜𐑴	𐑤𐑲𐑛𐑪𐑜𐑴	matches
Father's Day	NN1	GenAm	faːðəRz deɪː		𐑓𐑨𐑞𐑼𐑟 𐑛𐑱		unknown
bugger up	VVI	RSSB	bʌɡərʌp	ˈbʌɡəR ʌp	𐑚𐑳𐑜𐑼𐑳𐑐	𐑚𐑳𐑜𐑼𐑳𐑐	matches
bugger up	VVI	GenAm	ˈbʌɡər ʌp	ˈbʌɡəR ʌp	𐑚𐑳𐑜𐑼 𐑳𐑐	𐑚𐑳𐑜𐑼𐑳𐑐	matches
boarding school	NN1	RSSB	bɔːRdɪŋ ˌskuːl	ˈbɔːRdɪŋ skuːl	𐑚𐑹𐑛𐑦𐑙 𐑕𐑒𐑵𐑤	𐑚𐑹𐑛𐑦𐑙𐑕𐑒𐑵𐑤	matches
boarding school	NN1	GenAm	ˈbordɪŋ ˌskul	ˈbɔːRdɪŋ skuːl	𐑚𐑪𐑮𐑛𐑦𐑙 𐑕𐑒𐑫𐑤	𐑚𐑹𐑛𐑦𐑙𐑕𐑒𐑵𐑤	divergent
free market	NN1	GenAm	ˌfri ˈmɑːRkət	friː ˈmɑːRkIt	𐑓𐑮𐑦 𐑥𐑸𐑒𐑩𐑑	𐑓𐑮𐑰𐑥𐑸𐑒𐑩𐑑	divergent
free market	NN1	GenAm	ˈfri ˈmɑːRkət	friː ˈmɑːRkIt	𐑓𐑮𐑦 𐑥𐑸𐑒𐑩𐑑	𐑓𐑮𐑰𐑥𐑸𐑒𐑩𐑑	divergent
free trade	NN1	GenAm	ˌfri ˈtreɪd	friː treɪd	𐑓𐑮𐑦 𐑑𐑮𐑱𐑛	𐑓𐑮𐑰𐑑𐑮𐑱𐑛	divergent
free trade	NN1	GenAm	ˈfri ˈtreɪd	friː treɪd	𐑓𐑮𐑦 𐑑𐑮𐑱𐑛	𐑓𐑮𐑰𐑑𐑮𐑱𐑛	divergent
green sickness	NN1	RSSB	ˈɡriːn ˌsɪknəs	ɡriːn ˈsɪknəs	𐑜𐑮𐑰𐑯 𐑕𐑦𐑒𐑯𐑩𐑕	𐑜𐑮𐑰𐑯𐑕𐑦𐑒𐑯𐑩𐑕	matches
hang gliding	VVI	RSSB	hæŋ ˈɡlɑːɪdɪŋ	hæŋ ˈɡlaɪdɪŋ	𐑣𐑨𐑙 𐑜𐑤𐑭𐑦𐑛𐑦𐑙	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑦𐑙	divergent
hang gliding	VVI	GenAm	heɪŋ ˈɡlaɪdɪŋ	hæŋ ˈɡlaɪdɪŋ	𐑣𐑱𐑙 𐑜𐑤𐑲𐑛𐑦𐑙	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑦𐑙	divergent
hang gliding	NN1	RSSB	hæŋ ˈɡlɑːɪdɪŋ	hæŋ ˈɡlaɪdɪŋ	𐑣𐑨𐑙 𐑜𐑤𐑭𐑦𐑛𐑦𐑙	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑦𐑙	divergent
hang gliding	NN1	GenAm	heɪŋ ˈɡlaɪdɪŋ	hæŋ ˈɡlaɪdɪŋ	𐑣𐑱𐑙 𐑜𐑤𐑲𐑛𐑦𐑙	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑦𐑙	divergent
hang glider	NN1	RSSB	hæŋ ɡlaɪdər	hæŋ ˈɡlaɪdəR	𐑣𐑨𐑙 𐑜𐑤𐑲𐑛𐑼	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑼	matches
hang glider	NN1	GenAm	heɪŋ ˈɡlaɪdəR	hæŋ ˈɡlaɪdəR	𐑣𐑱𐑙 𐑜𐑤𐑲𐑛𐑼	𐑣𐑨𐑙𐑜𐑤𐑲𐑛𐑼	divergent
holm oak	NN1	RSSB	ˈhəʊm əʊk		𐑣𐑴𐑥 𐑴𐑒		unknown
holm oak	NN1	GenAm	ˈhoʊm oʊk	hoʊm əʊk	𐑣𐑴𐑥 𐑴𐑒	𐑣𐑴𐑥𐑴𐑒	matches
skid row	NN1	RSSB	ˌskɪd ˈrəʊ	skɪd raʊ	𐑕𐑒𐑦𐑛 𐑮𐑴	𐑕𐑒𐑦𐑛𐑮𐑬	divergent
skid row	NN1	GenAm	ˌskɪd ˈroʊ	skɪd raʊ	𐑕𐑒𐑦𐑛 𐑮𐑴	𐑕𐑒𐑦𐑛𐑮𐑬	divergent
par for the course	AJ0	RSSB	pɑːR fəR ðə kɔːRs	pɑːR F Ð kɔːRs	𐑐𐑸 𐑓𐑼 𐑞𐑩 𐑒𐑹𐑕	𐑐𐑸𐑓𐑞𐑒𐑹𐑕	divergent
par for the course	AJ0	GenAm	ˈpɑːR fəR ðə ˈkɔːRs	pɑːR F Ð kɔːRs	𐑐𐑸 𐑓𐑼 𐑞𐑩 𐑒𐑹𐑕	𐑐𐑸𐑓𐑞𐑒𐑹𐑕	divergent
Pole Star	NP0	RSSB	ˈpəʊl stɑːR	pəʊl stɑːR	𐑐𐑴𐑤 𐑕𐑑𐑸	𐑐𐑴𐑤𐑕𐑑𐑸	matches
Pole Star	NP0	GenAm	ˈpoʊl ˌstɑːR	pəʊl stɑːR	𐑐𐑴𐑤 𐑕𐑑𐑸	𐑐𐑴𐑤𐑕𐑑𐑸	matches
you know	ITJ	RSSB	juː nəʊ	juː nəʊ	𐑿 𐑯𐑴	𐑿𐑯𐑴	matches
you know	ITJ	GenAm	ju noʊ	juː nəʊ	𐑘𐑫 𐑯𐑴	𐑿𐑯𐑴	divergent
air mass	NN1	RSSB	ɜːR mas	eəR mæs	𐑻 𐑥𐑨𐑕	𐑺𐑥𐑨𐑕	divergent
air mass	NN1	GenAm	ɜːr mæs	eəR mæs	𐑻 𐑥𐑨𐑕	𐑺𐑥𐑨𐑕	divergent
air mass	NN1	GenAm	eər mæs	eəR mæs	𐑺 𐑥𐑨𐑕	𐑺𐑥𐑨𐑕	matches
red currant	NN1	RSSB	redkʌrənt	red ˈkʌrənt	𐑮𐑧𐑛𐑒𐑳𐑮𐑩𐑯𐑑	𐑮𐑧𐑛𐑒𐑳𐑮𐑩𐑯𐑑	matches
red currant	NN1	GenAm	ˈredˌkʌrənt	red ˈkʌrənt	𐑮𐑧𐑛𐑒𐑳𐑮𐑩𐑯𐑑	𐑮𐑧𐑛𐑒𐑳𐑮𐑩𐑯𐑑	matches
red currant	NN1	GenAm	ˈredˌkɜːRənt	red ˈkʌrənt	𐑮𐑧𐑛𐑒𐑻𐑩𐑯𐑑	𐑮𐑧𐑛𐑒𐑳𐑮𐑩𐑯𐑑	divergent
panna cotta	NN1	RSSB	ˌpanə ˈkɒtə		𐑐𐑨𐑯𐑩 𐑒𐑪𐑑𐑩		unknown
dengue fever	NN1	RSSB	ˈdeŋɡeɪ fiːvəR		𐑛𐑧𐑙𐑜𐑱 𐑓𐑰𐑝𐑼		unknown
dengue fever	NN1	GenAm	ˈdeŋɡeɪ ˈfiːvəR	ˈdeŋɡi ˈfiːvəR	𐑛𐑧𐑙𐑜𐑱 𐑓𐑰𐑝𐑼	𐑛𐑧𐑙𐑜𐑦𐑓𐑰𐑝𐑼	divergent
dengue fever	NN1	GenAm	ˈdeŋɡiː ˈfiːvəR	ˈdeŋɡi ˈfiːvəR	𐑛𐑧𐑙𐑜𐑰 𐑓𐑰𐑝𐑼	𐑛𐑧𐑙𐑜𐑦𐑓𐑰𐑝𐑼	divergent
a rolling stone gathers no moss	UNC	GenAm	ə ˈrolɪŋ stoʊn ˈɡæðərz noʊ mɒs	ə ˈrəʊlɪŋ stəʊn ˈɡæðəRz nəʊ mɒs	𐑩 𐑮𐑪𐑤𐑦𐑙 𐑕𐑑𐑴𐑯 𐑜𐑨𐑞𐑼𐑟 𐑯𐑴 𐑥𐑪𐑕	𐑩𐑮𐑴𐑤𐑦𐑙𐑕𐑑𐑴𐑯𐑜𐑨𐑞𐑼𐑟𐑯𐑴𐑥𐑪𐑕	divergent
pied noir	NN1	RSSB	pjednwɑːR		𐑐𐑘𐑧𐑛𐑯𐑢𐑸		unknown
pied noir	NN1	RSSB	pjeɪnwɑːR		𐑐𐑘𐑱𐑯𐑢𐑸		unknown
Bel Paese	NN1	RSSB	ˌbel pɑːˈeɪzeɪ		𐑚𐑧𐑤 𐑐𐑭𐑱𐑟𐑱		unknown
Bel Paese	NN1	RSSB	ˌbel pɑːˈeɪzɪ		𐑚𐑧𐑤 𐑐𐑭𐑱𐑟𐑦		unknown
Bel Paese	NN1	GenAm	ˌbel pɒˈeɪzi		𐑚𐑧𐑤 𐑐𐑪𐑱𐑟𐑦		unknown
in vino veritas	UNC	RSSB	ˌɪn ˈviːnəʊ verɪtɑːs		𐑦𐑯 𐑝𐑰𐑯𐑴 𐑝𐑧𐑮𐑦𐑑𐑭𐑕		unknown
in vino veritas	UNC	GenAm	ˌɪn ˈvinoʊ ˈverɪtɒs		𐑦𐑯 𐑝𐑦𐑯𐑴 𐑝𐑧𐑮𐑦𐑑𐑪𐑕		unknown
conspiracy theory	NN1	RSSB	kənspɪrəsi θɪəri	kənˈspɪrəsi ˈθɪəri	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦 𐑔𐑽𐑦	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦𐑔𐑽𐑦	matches
conspiracy theory	NN1	GenAm	kənˈspɪrəsi ˌθiəri	kənˈspɪrəsi ˈθɪəri	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦 𐑔𐑽𐑦	𐑒𐑩𐑯𐑕𐑐𐑦𐑮𐑩𐑕𐑦𐑔𐑽𐑦	matches
Fourth of July	NP0	GenAm	ˌfɔːRθəv dʒəˈlaɪ	fɔːRθ V dʒəˈlaɪ	𐑓𐑹𐑔𐑩𐑝 𐑡𐑩𐑤𐑲	𐑓𐑹𐑔𐑝𐑡𐑩𐑤𐑲	divergent
Fourth of July	NP0	RSSB	fɔːRθəv dʒʊlaɪ	fɔːRθ V dʒəˈlaɪ	𐑓𐑹𐑔𐑩𐑝 𐑡𐑫𐑤𐑲	𐑓𐑹𐑔𐑝𐑡𐑩𐑤𐑲	divergent
Fourth of July	NN1	GenAm	ˌfɔːRθəv dʒəˈlaɪ	fɔːRθ V dʒəˈlaɪ	𐑓𐑹𐑔𐑩𐑝 𐑡𐑩𐑤𐑲	𐑓𐑹𐑔𐑝𐑡𐑩𐑤𐑲	divergent
Fourth of July	NN1	RSSB	fɔːRθəv dʒʊlaɪ	fɔːRθ V dʒəˈlaɪ	𐑓𐑹𐑔𐑩𐑝 𐑡𐑫𐑤𐑲	𐑓𐑹𐑔𐑝𐑡𐑩𐑤𐑲	divergent
mumbo jumbo	NN1	RSSB	mʌmbəʊˈdʒʌmbəʊ		𐑥𐑳𐑥𐑚𐑴𐑡𐑳𐑥𐑚𐑴		unknown
mumbo jumbo	NN1	GenAm	ˌmʌmboʊˈdʒʌmboʊ		𐑥𐑳𐑥𐑚𐑴𐑡𐑳𐑥𐑚𐑴		unknown
pasta e fagioli	NN1	RSSB	ˌpastə e faˈdʒəʊlɪ		𐑐𐑨𐑕𐑑𐑩 𐑧 𐑓𐑨𐑡𐑴𐑤𐑦		unknown
pasta e fagioli	NN1	RSSB	ˌpastə faˈdʒəʊlɪ		𐑐𐑨𐑕𐑑𐑩 𐑓𐑨𐑡𐑴𐑤𐑦		unknown
sofa king	AV0	RSSB	ˈsəʊfə kɪŋ	ˈsəʊfə kɪŋ	𐑕𐑴𐑓𐑩 𐑒𐑦𐑙	𐑕𐑴𐑓𐑩𐑒𐑦𐑙	matches
sofa king	AV0	GenAm	ˈsoʊfə kɪŋ	ˈsəʊfə kɪŋ	𐑕𐑴𐑓𐑩 𐑒𐑦𐑙	𐑕𐑴𐑓𐑩𐑒𐑦𐑙	matches
North Shields	NP0	RSSB	nɔːRθ ˈʃiːldz	nɔːRθ ʃiːldz	𐑯𐑹𐑔 𐑖𐑰𐑤𐑛𐑟	𐑯𐑹𐑔𐑖𐑰𐑤𐑛𐑟	matches
get one's knickers in a twist	VVI	RSSB	ɡet wʌnz nɪkəz ɪnə twɪst	ɡet wʌnz ˈnɪkəRz ɪn ə twɪst	𐑜𐑧𐑑 𐑢𐑳𐑯𐑟 𐑯𐑦𐑒𐑩𐑟 𐑦𐑯𐑩 𐑑𐑢𐑦𐑕𐑑	𐑜𐑧𐑑𐑢𐑳𐑯𐑟𐑯𐑦𐑒𐑼𐑟𐑦𐑯𐑩𐑑𐑢𐑦𐑕𐑑	matches
get one's knickers in a twist	VVI	GenAm	ˌɡɪt wʌnz ˈnɪkəRz ɪnə ˈtwɪst	ɡet wʌnz ˈnɪkəRz ɪn ə twɪst	𐑜𐑦𐑑 𐑢𐑳𐑯𐑟 𐑯𐑦𐑒𐑼𐑟 𐑦𐑯𐑩 𐑑𐑢𐑦𐑕𐑑	𐑜𐑧𐑑𐑢𐑳𐑯𐑟𐑯𐑦𐑒𐑼𐑟𐑦𐑯𐑩𐑑𐑢𐑦𐑕𐑑	divergent
pep talk	NN1	RSSB	ˈpep tɔːk	pep tɔːk	𐑐𐑧𐑐 𐑑𐑷𐑒	𐑐𐑧𐑐𐑑𐑷𐑒	matches
pep talk	NN1	GenAm	ˈpep ˌtɒk	pep tɔːk	𐑐𐑧𐑐 𐑑𐑪𐑒	𐑐𐑧𐑐𐑑𐑷𐑒	divergent
honey plant	NN1	RSSB	ˈhʌni ˌplɑːnt	ˈhʌni plⱭːnt	𐑣𐑳𐑯𐑦 𐑐𐑤𐑭𐑯𐑑	𐑣𐑳𐑯𐑦𐑐𐑤𐑭𐑯𐑑	matches
honey plant	NN1	GenAm	ˈhʌni ˌplænt	ˈhʌni plⱭːnt	𐑣𐑳𐑯𐑦 𐑐𐑤𐑨𐑯𐑑	𐑣𐑳𐑯𐑦𐑐𐑤𐑭𐑯𐑑	matches
sausage party	NN1	GenAm	ˈsɒsɪdʒ ˌpɑːRti	ˈsɒsɪdʒ ˈpɑːRti	𐑕𐑪𐑕𐑦𐑡 𐑐𐑸𐑑𐑦	𐑕𐑪𐑕𐑦𐑡𐑐𐑸𐑑𐑦	matches
Le Havre	NP0	RSSB	lə hɑːvrə		𐑤𐑩 𐑣𐑭𐑝𐑮𐑩		unknown
Le Havre	NP0	RSSB	lə hɑːrv		𐑤𐑩 𐑣𐑸𐑝		unknown
insofar as	CJC	RSSB	ɪnsəʊfɑːrəz	ˌɪnsəʊˈfɑːR æz	𐑦𐑯𐑕𐑴𐑓𐑸𐑩𐑟	𐑦𐑯𐑕𐑴𐑓𐑸𐑨𐑟	matches
insofar as	CJC	GenAm	ɪnsoʊˈfɑːRəz	ˌɪnsəʊˈfɑːR æz	𐑦𐑯𐑕𐑴𐑓𐑸𐑩𐑟	𐑦𐑯𐑕𐑴𐑓𐑸𐑨𐑟	matches
insofar as	CJC	GenAm	ɪnsoʊˈfɑːRæz	ˌɪnsəʊˈfɑːR æz	𐑦𐑯𐑕𐑴𐑓𐑸𐑨𐑟	𐑦𐑯𐑕𐑴𐑓𐑸𐑨𐑟	matches
chromatic aberration	NN1	GenAm	kroʊˈmætɪk ˌæbəˈreɪʃən	krəʊˈmætɪk ˌæbəˈreɪʃən	𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒𐑨𐑚𐑼𐑱𐑖𐑩𐑯	matches
chromatic aberration	NN1	GenAm	krəˈmætɪk ˌæbəˈreɪʃən	krəʊˈmætɪk ˌæbəˈreɪʃən	𐑒𐑮𐑩𐑥𐑨𐑑𐑦𐑒 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑒𐑮𐑴𐑥𐑨𐑑𐑦𐑒𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
pie in the sky	NN1	RSSB	ˈpaɪ ɪn ðə ˈskaɪ	paɪ ɪn Ð skaɪ	𐑐𐑲 𐑦𐑯 𐑞𐑩 𐑕𐑒𐑲	𐑐𐑲𐑦𐑯𐑞𐑕𐑒𐑲	divergent
pie in the sky	NN1	GenAm	ˈpaɪ ɪn ðə ˈskaɪ	paɪ ɪn Ð skaɪ	𐑐𐑲 𐑦𐑯 𐑞𐑩 𐑕𐑒𐑲	𐑐𐑲𐑦𐑯𐑞𐑕𐑒𐑲	divergent
